account_id,amount,location,transaction_type,time_of_day,distance_from_home,is_fraud
74,6085.07,Delhi,POS,11,63.17,0
291,3828.45,Mumbai,Online,19,63.78,0
910,954.98,Mumbai,Online,7,107.37,0
688,5375.85,Mumbai,Online,6,66.88,0
380,1843.23,Mumbai,Online,17,28.15,0
526,296.48,Delhi,Online,18,105.46,0
790,2306.47,Delhi,POS,9,29.39,0
272,361.53,Delhi,Online,16,7.73,0
581,1608.97,Delhi,POS,10,9.55,0
486,661.97,Mumbai,Online,16,1.01,0
553,3282.27,Chennai,ATM,9,25.55,0
929,6578.83,Mumbai,POS,21,4.47,0
263,4767.56,Delhi,POS,12,42.97,0
37,4159.29,Bangalore,ATM,6,67.79,0
977,7933.7,Bangalore,Online,16,2.43,0
125,6637.32,Chennai,ATM,12,4.09,0
77,1988.49,Chennai,ATM,10,114.13,0
33,7784.52,Delhi,ATM,11,24.3,0
21,557.07,Bangalore,POS,7,83.27,0
439,3396.84,Mumbai,ATM,13,51.46,0
418,4908.37,Chennai,POS,13,100.05,0
854,3007.04,Chennai,POS,14,42.97,0
27,2913.0,Hyderabad,POS,22,38.69,0
855,2244.23,Hyderabad,ATM,9,23.55,0
602,2332.81,Mumbai,POS,22,20.43,0
921,1870.13,Chennai,ATM,14,23.68,0
820,2341.65,Mumbai,ATM,16,63.89,0
153,2044.96,Delhi,POS,11,64.14,0
546,35491.0,Bangalore,ATM,5,25.0,1
900,1089.02,Delhi,Online,11,39.24,0
748,1286.36,Bangalore,Online,14,63.66,0
754,540.79,Bangalore,ATM,22,1.13,0
395,14.58,Hyderabad,Online,6,74.7,0
523,2548.57,Mumbai,ATM,7,102.45,0
812,3223.22,Delhi,Online,13,110.63,0
781,5178.12,Delhi,ATM,11,65.48,0
185,2701.6,Bangalore,ATM,8,28.73,0
397,8438.13,Chennai,Online,20,81.98,0
940,235.46,Delhi,POS,9,3.63,0
391,2743.79,Bangalore,Online,23,53.17,0
429,18616.0,Hyderabad,ATM,1,1.0,0
246,2097.46,Hyderabad,Online,21,41.24,0
496,162.68,Bangalore,Online,22,9.78,0
910,5713.37,Mumbai,POS,17,31.39,0
401,330.24,Bangalore,ATM,6,42.42,0
349,849.05,Hyderabad,POS,6,54.52,0
348,9591.03,Chennai,POS,7,7.94,0
45,4414.82,Hyderabad,Online,17,27.27,0
727,1673.21,Hyderabad,Online,17,11.48,0
987,1428.95,Bangalore,ATM,15,133.15,0
600,1090.22,Delhi,Online,10,39.34,0
428,3800.26,Chennai,ATM,6,31.6,0
611,5436.16,Hyderabad,POS,7,16.38,0
95,5540.67,Hyderabad,Online,15,8.07,0
550,2061.55,Bangalore,POS,14,46.2,0
243,8042.71,Chennai,ATM,20,9.0,0
854,28896.0,Bangalore,ATM,15,446.0,1
24,37331.0,Delhi,ATM,8,96.0,1
892,578.86,Chennai,ATM,20,48.35,0
963,2604.24,Mumbai,Online,16,33.97,0
552,373.03,Hyderabad,ATM,7,48.93,0
970,3406.15,Mumbai,ATM,21,12.16,0
440,717.24,Delhi,ATM,21,14.09,0
874,5299.27,Delhi,Online,16,21.79,0
678,2089.02,Bangalore,ATM,12,19.42,0
140,3522.96,Hyderabad,Online,11,29.29,0
559,1678.85,Chennai,Online,21,12.43,0
877,2222.95,Chennai,Online,10,19.19,0
6,2161.41,Mumbai,ATM,9,26.79,0
415,4590.45,Hyderabad,Online,20,22.93,0
722,2658.92,Delhi,Online,18,15.83,0
577,4248.83,Bangalore,ATM,15,55.04,0
614,4092.1,Mumbai,POS,15,95.3,0
724,5592.44,Bangalore,POS,8,86.37,0
663,563.63,Mumbai,ATM,20,21.83,0
108,682.5,Delhi,POS,7,87.42,0
391,226.15,Mumbai,POS,15,17.01,0
423,945.45,Delhi,POS,10,37.95,0
725,210.28,Delhi,ATM,23,9.45,0
411,54878.0,Delhi,Online,6,435.0,1
461,21232.0,Hyderabad,Online,5,4.0,1
555,320.68,Bangalore,ATM,8,37.18,0
312,4054.98,Mumbai,POS,13,129.02,0
787,5387.04,Mumbai,ATM,7,22.16,0
866,149.21,Delhi,ATM,16,24.69,0
756,2989.79,Delhi,ATM,18,15.67,0
108,4361.19,Mumbai,POS,14,59.9,0
587,1276.8,Mumbai,ATM,11,37.79,0
551,20146.0,Bangalore,POS,2,18.0,1
81,1147.25,Mumbai,Online,19,0.34,0
753,1596.64,Hyderabad,POS,19,31.78,0
21,5531.7,Bangalore,ATM,22,40.9,0
457,2964.48,Mumbai,POS,15,30.68,0
379,855.87,Delhi,POS,10,13.66,0
224,738.9,Delhi,ATM,7,79.55,0
308,1426.35,Delhi,Online,13,22.69,0
564,1682.68,Hyderabad,Online,14,57.88,0
972,36742.0,Delhi,ATM,16,61.0,1
544,6783.65,Chennai,Online,18,37.14,0
231,2430.88,Hyderabad,POS,13,22.83,0
353,4732.84,Mumbai,Online,21,31.21,0
914,4390.92,Chennai,POS,7,33.63,0
723,76.48,Bangalore,POS,19,47.91,0
78,4601.48,Hyderabad,POS,13,39.87,0
245,25444.0,Hyderabad,POS,1,11.0,1
662,1159.02,Delhi,ATM,8,12.34,0
205,2480.7,Hyderabad,POS,9,32.46,0
504,6122.89,Delhi,Online,17,110.1,0
823,42247.0,Chennai,Online,4,466.0,1
846,346.22,Chennai,ATM,22,15.48,0
458,6541.83,Delhi,Online,7,59.81,0
195,30865.0,Chennai,POS,4,45.0,1
880,3885.87,Mumbai,ATM,8,11.51,0
996,6729.41,Delhi,Online,17,87.26,0
96,3309.14,Mumbai,Online,16,25.66,0
726,2207.79,Delhi,POS,11,122.75,0
271,2193.68,Bangalore,ATM,23,15.03,0
455,3858.08,Bangalore,POS,17,24.48,0
486,687.39,Bangalore,Online,14,56.87,0
401,6457.33,Bangalore,POS,14,56.9,0
610,4978.8,Chennai,POS,7,17.96,0
746,5237.8,Delhi,ATM,22,17.29,0
927,3544.67,Delhi,POS,19,28.27,0
457,1645.54,Hyderabad,ATM,21,33.0,0
337,1763.59,Mumbai,Online,15,59.34,0
483,685.57,Delhi,ATM,9,54.67,0
463,4221.21,Chennai,Online,23,4.95,0
168,6176.4,Delhi,POS,19,7.78,0
186,6538.64,Bangalore,ATM,17,31.71,0
466,1962.4,Delhi,ATM,14,34.39,0
798,1745.22,Hyderabad,POS,13,0.19,0
370,1784.89,Delhi,Online,18,0.88,0
644,47473.0,Delhi,ATM,18,262.0,1
264,421.41,Bangalore,ATM,17,39.3,0
726,5928.84,Hyderabad,POS,6,51.35,0
576,7146.92,Bangalore,ATM,11,3.57,0
64,935.06,Mumbai,POS,23,47.89,0
741,670.64,Hyderabad,ATM,8,5.91,0
362,797.17,Hyderabad,Online,14,30.84,0
665,4181.99,Mumbai,Online,10,4.32,0
635,2319.96,Bangalore,POS,13,37.55,0
319,1626.75,Mumbai,ATM,7,47.66,0
919,32551.0,Bangalore,POS,1,19.0,1
720,5587.82,Hyderabad,POS,23,49.82,0
48,4959.33,Bangalore,ATM,12,41.14,0
861,1098.41,Mumbai,ATM,11,0.88,0
825,1066.5,Chennai,ATM,20,21.58,0
199,268.16,Hyderabad,Online,16,83.81,0
126,2438.69,Bangalore,Online,8,32.24,0
217,3936.36,Bangalore,Online,13,27.98,0
740,1081.2,Chennai,ATM,6,60.86,0
221,58637.0,Delhi,ATM,3,203.0,1
794,982.58,Bangalore,Online,15,20.33,0
677,4671.93,Hyderabad,POS,19,11.74,0
945,3401.43,Chennai,POS,10,97.35,0
476,419.97,Mumbai,Online,14,10.14,0
668,49880.0,Delhi,POS,14,21.0,1
402,2777.35,Chennai,POS,14,41.25,0
585,7893.31,Hyderabad,Online,16,73.0,0
380,4487.86,Mumbai,ATM,10,47.15,0
57,45323.0,Chennai,Online,9,298.0,1
245,1598.51,Delhi,Online,15,49.36,0
893,4812.82,Chennai,Online,17,59.1,0
531,27169.0,Hyderabad,ATM,3,392.0,1
95,7259.3,Chennai,ATM,6,67.94,0
484,1415.95,Hyderabad,Online,9,3.09,0
813,7784.82,Delhi,ATM,13,5.41,0
198,1914.2,Delhi,Online,17,81.6,0
9,1109.05,Delhi,Online,13,48.92,0
756,758.3,Mumbai,POS,8,78.54,0
165,2222.59,Delhi,POS,18,106.53,0
788,4223.8,Chennai,ATM,17,22.24,0
782,2163.23,Bangalore,ATM,7,32.66,0
720,15.3,Chennai,ATM,19,233.95,0
743,5065.87,Hyderabad,Online,11,53.05,0
921,140.46,Mumbai,ATM,15,88.48,0
824,37977.0,Hyderabad,POS,15,473.0,1
823,39317.0,Mumbai,ATM,13,378.0,1
853,5308.25,Delhi,POS,15,104.08,0
520,7509.34,Chennai,POS,18,63.95,0
199,1339.52,Bangalore,ATM,12,40.19,0
649,841.82,Chennai,ATM,10,26.17,0
595,309.59,Hyderabad,POS,10,113.63,0
92,7724.04,Mumbai,ATM,20,9.68,0
218,7875.98,Delhi,Online,19,84.41,0
495,657.88,Mumbai,Online,12,90.46,0
138,1356.09,Chennai,Online,6,22.23,0
155,2629.52,Hyderabad,POS,12,14.46,0
841,28435.0,Delhi,POS,0,344.0,1
306,2199.05,Bangalore,Online,19,36.18,0
771,1647.57,Bangalore,POS,7,30.57,0
40,691.15,Chennai,Online,16,20.0,0
714,4882.23,Bangalore,POS,6,51.22,0
718,1166.12,Chennai,ATM,12,4.07,0
427,467.19,Delhi,ATM,14,54.99,0
105,171.17,Chennai,Online,17,17.77,0
341,139.76,Hyderabad,Online,8,64.6,0
486,532.67,Chennai,POS,18,33.0,0
907,7937.12,Chennai,POS,8,6.26,0
300,5346.18,Bangalore,ATM,10,93.57,0
862,5091.57,Hyderabad,ATM,23,9.16,0
806,3936.32,Hyderabad,Online,8,54.37,0
533,350.13,Chennai,ATM,12,20.23,0
427,8731.84,Bangalore,ATM,12,30.63,0
373,492.43,Mumbai,POS,14,42.2,0
505,3689.44,Chennai,Online,19,17.13,0
120,5270.28,Delhi,Online,6,43.56,0
184,2151.17,Delhi,ATM,11,30.36,0
694,53917.0,Delhi,POS,23,439.0,1
705,6105.99,Hyderabad,Online,15,0.16,0
508,5572.78,Bangalore,ATM,23,2.52,0
339,912.97,Chennai,POS,18,5.16,0
216,914.15,Delhi,Online,16,18.28,0
654,2612.78,Delhi,Online,8,35.58,0
580,2780.57,Mumbai,POS,9,9.13,0
241,250.15,Hyderabad,Online,18,22.42,0
410,2408.05,Chennai,POS,17,17.52,0
520,37165.0,Hyderabad,POS,5,24.0,1
712,44533.0,Delhi,Online,4,302.0,1
812,6156.41,Hyderabad,POS,10,69.4,0
934,5555.48,Delhi,ATM,22,14.75,0
624,897.5,Hyderabad,Online,12,14.1,0
220,1558.95,Mumbai,Online,10,20.44,0
991,1537.2,Hyderabad,ATM,15,7.92,0
211,797.79,Bangalore,ATM,22,44.42,0
565,4005.32,Mumbai,ATM,6,65.04,0
358,1787.89,Chennai,ATM,6,30.05,0
762,192.4,Chennai,Online,18,51.02,0
900,724.19,Chennai,ATM,22,63.44,0
312,893.04,Chennai,POS,10,88.27,0
682,3656.64,Chennai,Online,15,9.7,0
170,5490.15,Mumbai,POS,18,32.27,0
863,807.68,Chennai,ATM,14,102.94,0
160,2788.44,Hyderabad,POS,20,10.94,0
934,576.6,Hyderabad,Online,10,68.98,0
150,3561.83,Chennai,ATM,19,41.46,0
99,487.41,Delhi,POS,13,51.71,0
769,4745.44,Hyderabad,ATM,16,23.44,0
139,17503.0,Bangalore,ATM,2,7.0,1
578,2260.97,Chennai,POS,7,39.07,1
66,2730.04,Mumbai,Online,6,17.6,0
466,668.26,Bangalore,ATM,17,70.93,0
400,831.47,Mumbai,Online,13,65.36,0
663,467.37,Mumbai,ATM,22,60.0,0
301,8191.02,Delhi,ATM,11,43.4,0
518,2886.11,Bangalore,ATM,7,147.44,0
205,2209.77,Hyderabad,POS,6,13.09,0
629,4375.5,Hyderabad,POS,14,12.05,0
657,3131.68,Hyderabad,Online,18,66.61,0
976,4018.85,Mumbai,Online,6,10.84,0
503,5632.28,Delhi,Online,7,7.83,0
382,91.09,Delhi,POS,20,53.96,0
587,563.34,Chennai,ATM,16,51.11,0
566,2833.54,Delhi,POS,17,0.85,0
435,1741.02,Delhi,Online,10,41.85,0
204,3403.46,Delhi,Online,14,7.99,0
492,41622.0,Delhi,Online,18,273.0,1
24,1136.0,Hyderabad,Online,20,33.52,0
394,5581.08,Chennai,POS,13,4.14,0
150,3974.07,Delhi,ATM,22,38.26,0
251,4647.92,Delhi,ATM,10,11.97,0
233,746.98,Chennai,Online,14,13.12,0
225,3038.56,Chennai,Online,12,100.92,0
435,557.94,Delhi,Online,8,50.24,0
477,1025.83,Hyderabad,POS,6,15.52,0
381,6556.19,Hyderabad,Online,10,48.21,0
989,1733.9,Mumbai,ATM,7,18.62,0
577,5778.66,Hyderabad,POS,21,17.09,0
754,37801.0,Bangalore,POS,2,22.0,1
664,1456.52,Chennai,Online,12,30.95,0
875,4120.48,Bangalore,ATM,18,59.72,0
718,2063.57,Bangalore,Online,12,133.77,0
519,4482.46,Chennai,ATM,9,2.17,0
631,457.12,Bangalore,ATM,7,38.74,0
800,3016.26,Mumbai,Online,7,14.44,0
148,7031.23,Bangalore,Online,15,83.32,0
980,3909.2,Hyderabad,POS,13,48.95,0
735,43084.0,Mumbai,Online,9,271.0,1
917,39135.0,Hyderabad,POS,23,353.0,1
695,26.66,Bangalore,POS,21,72.78,0
118,320.8,Hyderabad,POS,16,66.11,0
811,3433.81,Delhi,ATM,23,12.59,0
132,118.5,Chennai,Online,21,5.29,0
663,2578.94,Hyderabad,ATM,6,61.63,0
309,667.21,Bangalore,Online,15,3.14,0
522,2144.47,Delhi,POS,18,43.13,0
872,735.39,Chennai,ATM,20,55.83,0
509,4031.9,Chennai,POS,6,65.9,0
711,5864.94,Chennai,Online,21,2.2,0
648,2652.59,Chennai,Online,10,14.02,0
846,3147.37,Hyderabad,POS,14,16.64,0
315,34904.0,Bangalore,ATM,2,25.0,1
294,2070.09,Bangalore,POS,20,47.0,0
552,1403.43,Bangalore,Online,22,36.85,0
502,1113.05,Mumbai,ATM,20,80.74,0
603,7065.19,Hyderabad,POS,15,91.0,0
129,5283.08,Mumbai,POS,13,22.51,0
656,4781.95,Hyderabad,POS,9,17.52,0
508,3314.79,Delhi,Online,12,39.22,0
284,832.93,Delhi,ATM,20,59.41,0
653,1965.2,Bangalore,POS,7,40.05,0
453,2428.36,Delhi,POS,17,49.12,0
216,4017.23,Chennai,Online,21,11.05,0
795,29959.0,Delhi,POS,5,370.0,1
654,1798.58,Hyderabad,ATM,18,15.57,0
131,1379.02,Delhi,ATM,16,38.36,0
938,3181.45,Delhi,Online,21,63.76,0
650,459.84,Bangalore,ATM,10,74.06,0
414,2350.56,Mumbai,POS,14,22.05,0
316,3108.29,Mumbai,Online,6,80.36,0
53,2442.35,Chennai,ATM,15,49.49,0
416,24.14,Mumbai,ATM,16,93.5,0
64,39501.0,Delhi,POS,23,142.0,1
49,4214.81,Bangalore,Online,20,35.42,0
35,2102.55,Mumbai,Online,9,133.85,0
351,1737.69,Hyderabad,Online,11,36.41,0
751,1041.77,Delhi,Online,18,45.34,0
398,47053.0,Hyderabad,POS,10,434.0,1
686,5811.82,Mumbai,ATM,14,9.31,0
271,5366.74,Chennai,Online,11,121.06,0
584,2208.82,Bangalore,POS,7,49.24,0
971,238.68,Mumbai,Online,11,10.96,0
372,1479.97,Bangalore,ATM,9,49.85,0
485,5624.03,Mumbai,POS,19,4.52,0
536,6610.87,Mumbai,Online,14,86.5,0
217,4550.56,Mumbai,Online,7,15.8,0
48,27577.0,Chennai,ATM,21,452.0,1
170,174.51,Bangalore,ATM,16,30.62,0
581,4857.5,Bangalore,ATM,15,50.59,0
746,4040.51,Chennai,ATM,18,44.06,0
708,4480.64,Hyderabad,ATM,12,10.86,0
782,6010.92,Chennai,Online,9,67.07,0
212,6315.2,Delhi,Online,10,83.04,0
543,2440.89,Mumbai,Online,12,47.94,0
344,1167.57,Delhi,POS,6,94.34,0
248,1261.0,Delhi,ATM,23,13.44,0
409,331.04,Bangalore,Online,14,0.99,0
949,38700.0,Delhi,ATM,12,276.0,1
133,3488.15,Mumbai,Online,21,5.2,0
124,1375.49,Delhi,POS,18,7.34,0
395,705.47,Chennai,ATM,21,3.54,0
75,6038.33,Hyderabad,ATM,17,3.53,0
85,7322.87,Chennai,ATM,12,81.58,0
888,272.08,Hyderabad,POS,19,45.56,0
900,1852.34,Chennai,Online,16,67.67,0
847,539.43,Mumbai,ATM,11,55.4,0
281,5635.32,Delhi,ATM,18,28.7,1
551,38.15,Delhi,Online,8,45.63,0
33,39665.0,Mumbai,Online,4,46.0,1
690,2465.54,Hyderabad,Online,9,24.3,0
504,953.46,Chennai,Online,17,6.47,0
176,2704.56,Mumbai,POS,8,48.28,0
299,29284.0,Mumbai,ATM,19,475.0,1
264,573.92,Bangalore,ATM,21,129.19,0
400,1938.39,Bangalore,ATM,21,27.08,0
686,7076.47,Delhi,POS,22,19.27,0
898,1302.93,Bangalore,Online,21,35.4,0
222,28.66,Delhi,Online,22,28.97,0
834,3538.5,Bangalore,POS,12,42.02,0
651,2381.82,Hyderabad,Online,18,96.3,0
416,3748.5,Hyderabad,Online,23,3.21,0
493,1999.57,Bangalore,ATM,13,35.29,0
51,4930.01,Mumbai,ATM,17,27.8,0
207,3108.44,Chennai,ATM,21,15.34,0
634,1443.06,Chennai,Online,13,18.03,0
90,1989.96,Chennai,Online,21,46.78,0
844,3471.26,Hyderabad,Online,11,65.41,0
702,2083.47,Hyderabad,POS,14,8.49,0
336,7495.88,Bangalore,ATM,10,32.58,0
747,1385.33,Mumbai,ATM,22,16.82,0
771,347.87,Bangalore,Online,22,18.91,0
632,6212.33,Hyderabad,POS,9,32.8,0
684,420.59,Chennai,POS,22,147.66,0
819,2245.72,Chennai,POS,23,18.86,0
64,6246.29,Hyderabad,Online,13,13.45,0
182,6998.74,Delhi,ATM,16,33.53,0
191,6300.09,Hyderabad,ATM,10,20.05,0
239,5883.16,Bangalore,Online,11,105.09,0
105,1407.82,Delhi,Online,10,73.79,0
796,2236.71,Hyderabad,POS,12,42.36,0
191,420.23,Bangalore,ATM,17,35.18,0
722,2109.05,Delhi,POS,8,1.64,0
560,2448.71,Delhi,POS,16,39.56,0
231,4014.74,Bangalore,ATM,6,64.71,0
974,7470.1,Bangalore,ATM,10,8.93,0
416,446.73,Delhi,ATM,8,40.68,0
96,1442.76,Mumbai,Online,6,23.94,0
198,5008.14,Chennai,POS,8,3.79,0
997,1634.58,Delhi,Online,19,64.49,0
444,2156.15,Hyderabad,ATM,8,67.09,0
470,5395.64,Bangalore,POS,17,15.54,0
634,38465.0,Delhi,ATM,19,194.0,1
416,8036.73,Mumbai,Online,12,4.76,0
314,1594.3,Hyderabad,ATM,9,118.37,0
241,667.91,Chennai,POS,14,52.6,0
697,6701.88,Mumbai,ATM,9,31.51,0
160,3396.76,Chennai,ATM,20,62.34,0
279,2043.62,Delhi,Online,11,104.16,0
879,2751.87,Delhi,Online,9,48.07,0
814,852.27,Bangalore,Online,22,2.71,0
751,1476.49,Hyderabad,Online,13,118.51,0
209,5091.01,Delhi,Online,7,9.81,0
606,43746.0,Delhi,ATM,23,286.0,1
754,6803.02,Mumbai,ATM,9,52.87,0
322,947.37,Delhi,Online,12,5.84,0
437,3708.53,Delhi,Online,8,58.34,0
987,2978.01,Chennai,ATM,13,65.28,0
201,1119.99,Delhi,ATM,8,39.86,0
893,1815.57,Mumbai,Online,22,20.26,0
171,1614.61,Chennai,ATM,19,56.84,0
988,3352.16,Mumbai,Online,18,10.32,0
137,1512.48,Hyderabad,POS,14,7.98,0
565,6571.8,Mumbai,POS,15,73.09,0
122,1722.06,Bangalore,POS,9,16.64,0
680,4560.01,Chennai,ATM,11,40.1,0
301,1885.63,Mumbai,Online,15,46.88,0
748,57.62,Chennai,Online,12,15.84,0
990,2840.98,Mumbai,ATM,20,95.19,0
870,70.64,Bangalore,Online,19,41.3,0
327,1684.24,Mumbai,ATM,6,61.59,0
685,2350.65,Mumbai,ATM,21,82.68,0
511,1493.91,Bangalore,Online,19,26.72,0
937,2810.57,Mumbai,Online,11,45.33,0
809,1496.49,Hyderabad,ATM,6,18.54,0
398,712.44,Bangalore,Online,19,5.95,0
145,550.26,Delhi,Online,23,4.97,0
628,18.66,Hyderabad,Online,18,66.71,0
566,50819.0,Delhi,POS,10,380.0,1
395,10195.5,Bangalore,ATM,6,58.17,0
905,2554.38,Mumbai,POS,17,78.6,0
899,4001.14,Delhi,ATM,6,14.89,0
859,2533.1,Chennai,ATM,13,73.07,0
751,16601.0,Bangalore,Online,2,38.0,1
489,3208.64,Delhi,ATM,19,2.51,0
648,858.8,Delhi,Online,14,84.95,0
957,4796.55,Chennai,POS,17,52.32,0
419,2123.89,Chennai,Online,22,17.2,0
330,973.04,Hyderabad,Online,12,48.59,0
216,4505.2,Hyderabad,ATM,21,0.48,0
916,1167.39,Delhi,Online,17,84.95,0
700,4808.52,Hyderabad,POS,9,13.62,0
475,2897.63,Bangalore,ATM,13,27.2,0
525,57545.0,Delhi,Online,18,75.0,1
663,4104.25,Delhi,Online,21,127.73,0
201,2765.61,Mumbai,POS,21,10.83,0
473,1347.44,Bangalore,ATM,12,35.37,0
351,1565.43,Delhi,ATM,12,79.6,0
948,670.8,Chennai,ATM,22,58.28,0
515,428.99,Mumbai,POS,14,47.94,0
242,2014.97,Chennai,POS,20,27.6,0
534,2031.46,Delhi,Online,20,42.08,0
718,5712.76,Hyderabad,ATM,13,60.99,0
919,3261.24,Chennai,ATM,11,92.18,0
365,418.26,Chennai,POS,18,7.28,0
399,494.42,Mumbai,POS,17,24.58,0
34,2824.75,Delhi,Online,21,60.46,0
477,31588.0,Bangalore,ATM,8,344.0,1
834,885.35,Mumbai,Online,20,18.75,0
675,203.78,Hyderabad,POS,21,111.07,0
684,2435.14,Hyderabad,Online,18,56.74,0
363,5059.93,Chennai,POS,15,33.54,0
174,1765.09,Mumbai,ATM,19,11.08,0
744,4497.82,Chennai,POS,8,17.74,0
526,2877.91,Mumbai,Online,7,67.09,0
843,227.41,Mumbai,POS,6,1.0,1
600,6913.82,Chennai,Online,8,0.16,0
263,20783.0,Chennai,POS,5,36.0,1
380,1812.01,Mumbai,ATM,22,23.47,0
633,824.54,Hyderabad,ATM,17,27.86,0
789,697.84,Bangalore,POS,15,23.55,0
845,218.2,Mumbai,Online,13,96.17,0
872,2929.86,Hyderabad,ATM,19,17.42,0
585,48361.0,Mumbai,Online,17,324.0,1
302,3563.27,Chennai,Online,19,23.65,0
416,348.63,Delhi,POS,14,30.07,0
43,6567.06,Hyderabad,Online,15,10.56,0
122,51860.0,Delhi,POS,23,452.0,1
209,3283.76,Mumbai,POS,7,6.08,0
721,2640.89,Bangalore,Online,23,58.37,0
156,4735.24,Chennai,POS,23,45.54,0
821,1464.16,Chennai,ATM,12,39.85,0
985,4691.29,Hyderabad,ATM,20,91.01,0
682,4975.58,Chennai,POS,6,13.19,0
971,32718.0,Hyderabad,Online,17,485.0,1
592,1934.76,Chennai,POS,10,17.78,0
687,2779.73,Bangalore,POS,16,45.45,0
367,6071.68,Delhi,POS,8,5.24,0
621,8312.96,Mumbai,ATM,15,77.96,0
463,3268.03,Hyderabad,ATM,13,29.93,0
580,3731.67,Mumbai,ATM,6,0.09,0
238,2381.52,Delhi,POS,10,1.93,0
73,2114.31,Delhi,POS,8,65.93,0
11,2532.76,Hyderabad,POS,6,55.42,0
638,2304.24,Bangalore,Online,22,61.44,0
631,714.75,Delhi,Online,8,56.61,0
871,1662.5,Mumbai,Online,12,54.59,0
189,3443.44,Delhi,Online,15,83.85,0
54,315.15,Delhi,POS,18,41.46,0
631,2580.33,Mumbai,Online,23,19.02,0
354,4015.69,Mumbai,Online,8,62.41,1
945,1398.35,Delhi,POS,15,45.8,0
316,6811.31,Delhi,ATM,10,76.77,1
278,3071.04,Chennai,POS,23,45.84,0
478,771.84,Mumbai,POS,10,76.14,0
740,3612.19,Bangalore,ATM,7,5.87,0
797,2106.35,Hyderabad,POS,13,64.38,0
27,30765.0,Delhi,Online,22,251.0,1
236,4296.19,Mumbai,POS,8,106.06,0
154,50872.0,Delhi,ATM,5,304.0,1
459,2471.56,Delhi,Online,10,24.56,0
475,1444.75,Chennai,ATM,19,30.78,0
955,5057.57,Mumbai,Online,6,63.35,0
163,2035.61,Bangalore,ATM,19,90.48,0
546,1289.37,Mumbai,Online,11,56.55,0
428,3489.35,Mumbai,Online,15,57.79,0
912,439.28,Hyderabad,Online,17,30.27,0
960,2070.82,Mumbai,Online,11,66.61,0
743,1200.78,Hyderabad,Online,15,22.64,0
77,7363.91,Bangalore,ATM,12,30.14,0
438,3885.69,Bangalore,POS,11,68.22,0
428,47596.0,Delhi,ATM,17,219.0,1
448,903.97,Delhi,POS,16,1.75,0
498,9286.24,Delhi,Online,23,6.04,0
375,37986.0,Hyderabad,ATM,19,368.0,1
886,5359.29,Chennai,ATM,6,58.19,0
141,2444.34,Delhi,ATM,22,25.52,0
318,2450.24,Bangalore,ATM,18,26.5,0
512,272.34,Chennai,POS,23,45.85,0
796,581.97,Bangalore,ATM,6,5.11,0
644,5564.95,Hyderabad,POS,11,100.87,0
33,6199.79,Chennai,ATM,10,53.01,0
339,1023.02,Mumbai,Online,11,10.44,0
179,2639.78,Mumbai,POS,6,21.62,0
837,3741.62,Delhi,ATM,18,46.02,0
900,3618.87,Bangalore,ATM,13,61.26,0
737,723.77,Delhi,POS,20,56.64,0
874,96.94,Chennai,ATM,9,37.05,0
612,27114.0,Mumbai,POS,5,38.0,1
321,3606.35,Mumbai,ATM,22,70.79,0
301,3474.04,Hyderabad,POS,8,11.04,0
356,2940.46,Delhi,POS,16,16.82,0
564,1387.85,Delhi,Online,10,52.13,0
586,1773.52,Chennai,POS,8,13.99,0
310,2044.0,Bangalore,Online,8,43.81,0
295,1363.57,Bangalore,Online,12,38.15,0
27,1576.24,Hyderabad,POS,9,101.17,0
56,2252.14,Chennai,ATM,16,127.04,0
399,3066.03,Chennai,POS,20,0.68,0
986,708.34,Chennai,POS,17,62.14,0
376,984.33,Mumbai,ATM,15,33.98,0
754,3194.46,Chennai,Online,15,16.31,0
693,2570.78,Delhi,Online,22,74.1,0
643,25503.0,Chennai,ATM,3,36.0,1
179,1746.57,Chennai,POS,17,113.96,0
343,44864.0,Mumbai,ATM,18,262.0,1
459,1537.43,Chennai,ATM,18,2.47,0
31,49170.0,Delhi,POS,2,464.0,1
283,392.06,Delhi,Online,11,56.83,0
269,4729.37,Hyderabad,Online,18,62.16,0
321,34266.0,Mumbai,ATM,3,34.0,1
64,1687.96,Hyderabad,POS,10,87.57,0
426,2687.53,Chennai,ATM,18,57.58,0
688,1601.5,Hyderabad,Online,19,93.65,0
872,146.6,Mumbai,ATM,19,37.15,0
12,6442.12,Mumbai,ATM,8,60.55,0
28,26974.0,Bangalore,POS,5,45.0,1
975,5832.18,Mumbai,POS,14,37.5,0
902,2585.32,Delhi,POS,19,16.66,0
489,3015.38,Hyderabad,POS,14,28.23,0
88,6444.55,Hyderabad,POS,21,76.69,0
542,4589.09,Chennai,Online,23,44.83,0
645,4577.21,Chennai,Online,13,13.75,0
485,451.92,Mumbai,Online,12,20.5,0
241,2346.83,Chennai,POS,20,12.02,0
477,328.02,Chennai,Online,21,49.31,0
791,3930.17,Mumbai,Online,22,94.41,0
833,3108.98,Chennai,POS,8,36.03,0
971,6210.3,Chennai,POS,10,21.38,0
56,2474.77,Hyderabad,ATM,13,20.0,0
115,2277.9,Hyderabad,POS,9,132.7,0
262,6376.49,Bangalore,Online,7,118.2,0
996,2197.34,Delhi,POS,6,37.53,0
801,631.57,Mumbai,POS,15,54.15,0
282,1656.63,Bangalore,Online,9,117.15,0
800,382.13,Mumbai,POS,9,62.77,0
